Location,Period,Indicator,Tooltip,IndicatorCode,FactValueForMeasure,FactValueString,FactValueUoM,FactComments,LanguageName,'Facts'[LANGUAGE_CODE],LanguageOrder,SpaceTime,TimeDimValueCode,DataSourceDimValueCode,SpatialDimValueCode,Dim1ValueCode,Dim2ValueCode,Dim3ValueCode,SlicingDimCode,SlicingDimValueCode,IsLatestYear,LatestYearLabel,FactValueNumericPrefix
El Salvador,2017,Hospital beds (per 10 000 population),11.99,WHS6_102,11.99,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,SLV,2017,,SLV,,,,,,TRUE,Latest,
Egypt,2000,Hospital beds (per 10 000 population),21,WHS6_102,21,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2000,,EGY,,,,,,FALSE,2000,
Egypt,2001,Hospital beds (per 10 000 population),21,WHS6_102,21,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2001,,EGY,,,,,,FALSE,2001,
Egypt,2002,Hospital beds (per 10 000 population),21,WHS6_102,21,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2002,,EGY,,,,,,FALSE,2002,
Egypt,2003,Hospital beds (per 10 000 population),21.7,WHS6_102,21.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2003,,EGY,,,,,,FALSE,2003,
Egypt,2004,Hospital beds (per 10 000 population),21.7,WHS6_102,21.7,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2004,,EGY,,,,,,FALSE,2004,
Egypt,2005,Hospital beds (per 10 000 population),22,WHS6_102,22,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2005,,EGY,,,,,,FALSE,2005,
Egypt,2006,Hospital beds (per 10 000 population),22,WHS6_102,22,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2006,,EGY,,,,,,FALSE,2006,
Egypt,2007,Hospital beds (per 10 000 population),21,WHS6_102,21,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2007,,EGY,,,,,,FALSE,2007,
Egypt,2008,Hospital beds (per 10 000 population),20.8,WHS6_102,20.8,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2008,,EGY,,,,,,FALSE,2008,
Egypt,2009,Hospital beds (per 10 000 population),17.3,WHS6_102,17.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2009,,EGY,,,,,,FALSE,2009,
Egypt,2010,Hospital beds (per 10 000 population),17.3,WHS6_102,17.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2010,,EGY,,,,,,FALSE,2010,
Egypt,2011,Hospital beds (per 10 000 population),5.2,WHS6_102,5.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2011,,EGY,,,,,,FALSE,2011,
Egypt,2012,Hospital beds (per 10 000 population),5.2,WHS6_102,5.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2012,,EGY,,,,,,FALSE,2012,
Egypt,2013,Hospital beds (per 10 000 population),5.2,WHS6_102,5.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2013,,EGY,,,,,,FALSE,2013,
Egypt,2014,Hospital beds (per 10 000 population),15.6,WHS6_102,15.6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2014,,EGY,,,,,,FALSE,2014,
Egypt,2015,Hospital beds (per 10 000 population),15.6,WHS6_102,15.6,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2015,,EGY,,,,,,FALSE,2015,
Egypt,2016,Hospital beds (per 10 000 population),14.3,WHS6_102,14.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2016,,EGY,,,,,,FALSE,2016,
Egypt,2017,Hospital beds (per 10 000 population),14.3,WHS6_102,14.3,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,EGY,2017,,EGY,,,,,,TRUE,Latest,
Ecuador,2010,Hospital beds (per 10 000 population),15.93,WHS6_102,15.93,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,ECU,2010,,ECU,,,,,,FALSE,2010,
Ecuador,2011,Hospital beds (per 10 000 population),16.17,WHS6_102,16.17,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,ECU,2011,,ECU,,,,,,FALSE,2011,
Ecuador,2012,Hospital beds (per 10 000 population),15.01,WHS6_102,15.01,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,ECU,2012,,ECU,,,,,,FALSE,2012,
Ecuador,2013,Hospital beds (per 10 000 population),15.11,WHS6_102,15.11,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,ECU,2013,,ECU,,,,,,FALSE,2013,
Ecuador,2014,Hospital beds (per 10 000 population),15.49,WHS6_102,15.49,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,ECU,2014,,ECU,,,,,,FALSE,2014,
Ecuador,2015,Hospital beds (per 10 000 population),15.75,WHS6_102,15.75,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,ECU,2015,,ECU,,,,,,FALSE,2015,
Ecuador,2016,Hospital beds (per 10 000 population),13.93,WHS6_102,13.93,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,ECU,2016,,ECU,,,,,,TRUE,Latest,
Dominican Republic,2007,Hospital beds (per 10 000 population),12.2,WHS6_102,12.2,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2007,,DOM,,,,,,FALSE,2007,
Dominican Republic,2008,Hospital beds (per 10 000 population),15.7,WHS6_102,15.7,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2008,,DOM,,,,,,FALSE,2008,
Dominican Republic,2009,Hospital beds (per 10 000 population),14.4,WHS6_102,14.4,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2009,,DOM,,,,,,FALSE,2009,
Dominican Republic,2010,Hospital beds (per 10 000 population),15.9,WHS6_102,15.9,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2010,,DOM,,,,,,FALSE,2010,
Dominican Republic,2011,Hospital beds (per 10 000 population),17.4,WHS6_102,17.4,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2011,,DOM,,,,,,FALSE,2011,
Dominican Republic,2012,Hospital beds (per 10 000 population),17.4,WHS6_102,17.4,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2012,,DOM,,,,,,FALSE,2012,
Dominican Republic,2013,Hospital beds (per 10 000 population),17.9,WHS6_102,17.9,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2013,,DOM,,,,,,FALSE,2013,
Dominican Republic,2014,Hospital beds (per 10 000 population),17.9,WHS6_102,17.9,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2014,,DOM,,,,,,FALSE,2014,
Dominican Republic,2015,Hospital beds (per 10 000 population),15.8,WHS6_102,15.8,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2015,,DOM,,,,,,FALSE,2015,
Dominican Republic,2016,Hospital beds (per 10 000 population),14.37,WHS6_102,14.37,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2016,,DOM,,,,,,FALSE,2016,
Dominican Republic,2017,Hospital beds (per 10 000 population),15.56,WHS6_102,15.56,,,Ministerio de Salud Publica. Serie publicada en Indicadores Básicos de Salud Nacionales.,English,en,1,DOM,2017,,DOM,,,,,,TRUE,Latest,
Djibouti,2000,Hospital beds (per 10 000 population),17.5,WHS6_102,17.5,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2000,,DJI,,,,,,FALSE,2000,
Djibouti,2001,Hospital beds (per 10 000 population),17.5,WHS6_102,17.5,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2001,,DJI,,,,,,FALSE,2001,
Djibouti,2002,Hospital beds (per 10 000 population),17.5,WHS6_102,17.5,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2002,,DJI,,,,,,FALSE,2002,
Djibouti,2003,Hospital beds (per 10 000 population),16.1,WHS6_102,16.1,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2003,,DJI,,,,,,FALSE,2003,
Djibouti,2004,Hospital beds (per 10 000 population),16.1,WHS6_102,16.1,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2004,,DJI,,,,,,FALSE,2004,
Djibouti,2005,Hospital beds (per 10 000 population),16.1,WHS6_102,16.1,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2005,,DJI,,,,,,FALSE,2005,
Djibouti,2006,Hospital beds (per 10 000 population),16.1,WHS6_102,16.1,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2006,,DJI,,,,,,FALSE,2006,
Djibouti,2010,Hospital beds (per 10 000 population),14.15,WHS6_102,14.15,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2010,,DJI,,,,,,FALSE,2010,
Djibouti,2011,Hospital beds (per 10 000 population),14.2,WHS6_102,14.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2011,,DJI,,,,,,FALSE,2011,
Djibouti,2012,Hospital beds (per 10 000 population),14.2,WHS6_102,14.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2012,,DJI,,,,,,FALSE,2012,
Djibouti,2013,Hospital beds (per 10 000 population),14.2,WHS6_102,14.2,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2013,,DJI,,,,,,FALSE,2013,
Djibouti,2014,Hospital beds (per 10 000 population),14,WHS6_102,14,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2014,,DJI,,,,,,FALSE,2014,
Djibouti,2015,Hospital beds (per 10 000 population),14,WHS6_102,14,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2015,,DJI,,,,,,FALSE,2015,
Djibouti,2016,Hospital beds (per 10 000 population),14,WHS6_102,14,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2016,,DJI,,,,,,FALSE,2016,
Djibouti,2017,Hospital beds (per 10 000 population),14,WHS6_102,14,,,WHO EMRO regional observatory (Accessed on 26 May 2020),English,en,1,DJI,2017,,DJI,,,,,,TRUE,Latest,
Denmark,2000,Hospital beds (per 10 000 population),42.9,WHS6_102,42.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2000,,DNK,,,,,,FALSE,2000,
Denmark,2001,Hospital beds (per 10 000 population),42.2,WHS6_102,42.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2001,,DNK,,,,,,FALSE,2001,
Denmark,2002,Hospital beds (per 10 000 population),42.9,WHS6_102,42.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2002,,DNK,,,,,,FALSE,2002,
Denmark,2003,Hospital beds (per 10 000 population),41.3,WHS6_102,41.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2003,,DNK,,,,,,FALSE,2003,
Denmark,2004,Hospital beds (per 10 000 population),39.7,WHS6_102,39.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2004,,DNK,,,,,,FALSE,2004,
Denmark,2005,Hospital beds (per 10 000 population),38.6,WHS6_102,38.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2005,,DNK,,,,,,FALSE,2005,
Denmark,2006,Hospital beds (per 10 000 population),37.9,WHS6_102,37.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2006,,DNK,,,,,,FALSE,2006,
Denmark,2007,Hospital beds (per 10 000 population),36.9,WHS6_102,36.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2007,,DNK,,,,,,FALSE,2007,
Denmark,2008,Hospital beds (per 10 000 population),35.7,WHS6_102,35.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2008,,DNK,,,,,,FALSE,2008,
Denmark,2009,Hospital beds (per 10 000 population),34.9,WHS6_102,34.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2009,,DNK,,,,,,FALSE,2009,
Denmark,2010,Hospital beds (per 10 000 population),35,WHS6_102,35,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2010,,DNK,,,,,,FALSE,2010,
Denmark,2011,Hospital beds (per 10 000 population),31.3,WHS6_102,31.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2011,,DNK,,,,,,FALSE,2011,
Denmark,2013,Hospital beds (per 10 000 population),30.7,WHS6_102,30.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2013,,DNK,,,,,,FALSE,2013,
Denmark,2014,Hospital beds (per 10 000 population),26.9,WHS6_102,26.9,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2014,,DNK,,,,,,FALSE,2014,
Denmark,2015,Hospital beds (per 10 000 population),25.3,WHS6_102,25.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2015,,DNK,,,,,,FALSE,2015,
Denmark,2016,Hospital beds (per 10 000 population),26,WHS6_102,26,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2016,,DNK,,,,,,FALSE,2016,
Denmark,2017,Hospital beds (per 10 000 population),26.1,WHS6_102,26.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2017,,DNK,,,,,,FALSE,2017,
Denmark,2018,Hospital beds (per 10 000 population),24.3,WHS6_102,24.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2018,,DNK,,,,,,FALSE,2018,
Denmark,2019,Hospital beds (per 10 000 population),26,WHS6_102,26,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,DNK,2019,,DNK,,,,,,TRUE,Latest,
Democratic Republic of the Congo,2006,Hospital beds (per 10 000 population),8,WHS6_102,8,,,WHO AFRO regional observatory,English,en,1,COD,2006,,COD,,,,,,TRUE,Latest,
Democratic People's Republic of Korea,2010,Hospital beds (per 10 000 population),143,WHS6_102,143,,,WHO SEARO Health System Profiles,English,en,1,PRK,2010,,PRK,,,,,,TRUE,Latest,
Czechia,2000,Hospital beds (per 10 000 population),78,WHS6_102,78,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2000,,CZE,,,,,,FALSE,2000,
Czechia,2001,Hospital beds (per 10 000 population),77.7,WHS6_102,77.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2001,,CZE,,,,,,FALSE,2001,
Czechia,2002,Hospital beds (per 10 000 population),77.6,WHS6_102,77.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2002,,CZE,,,,,,FALSE,2002,
Czechia,2003,Hospital beds (per 10 000 population),77.3,WHS6_102,77.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2003,,CZE,,,,,,FALSE,2003,
Czechia,2004,Hospital beds (per 10 000 population),76.5,WHS6_102,76.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2004,,CZE,,,,,,FALSE,2004,
Czechia,2005,Hospital beds (per 10 000 population),75.7,WHS6_102,75.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2005,,CZE,,,,,,FALSE,2005,
Czechia,2006,Hospital beds (per 10 000 population),74.5,WHS6_102,74.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2006,,CZE,,,,,,FALSE,2006,
Czechia,2007,Hospital beds (per 10 000 population),73.3,WHS6_102,73.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2007,,CZE,,,,,,FALSE,2007,
Czechia,2008,Hospital beds (per 10 000 population),72.1,WHS6_102,72.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2008,,CZE,,,,,,FALSE,2008,
Czechia,2009,Hospital beds (per 10 000 population),71.4,WHS6_102,71.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2009,,CZE,,,,,,FALSE,2009,
Czechia,2010,Hospital beds (per 10 000 population),73,WHS6_102,73,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2010,,CZE,,,,,,FALSE,2010,
Czechia,2011,Hospital beds (per 10 000 population),70.6,WHS6_102,70.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2011,,CZE,,,,,,FALSE,2011,
Czechia,2012,Hospital beds (per 10 000 population),69.3,WHS6_102,69.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2012,,CZE,,,,,,FALSE,2012,
Czechia,2013,Hospital beds (per 10 000 population),67,WHS6_102,67,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2013,,CZE,,,,,,FALSE,2013,
Czechia,2014,Hospital beds (per 10 000 population),66.8,WHS6_102,66.8,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2014,,CZE,,,,,,FALSE,2014,
Czechia,2015,Hospital beds (per 10 000 population),66.7,WHS6_102,66.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2015,,CZE,,,,,,FALSE,2015,
Czechia,2016,Hospital beds (per 10 000 population),66.6,WHS6_102,66.6,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2016,,CZE,,,,,,FALSE,2016,
Czechia,2017,Hospital beds (per 10 000 population),66.3,WHS6_102,66.3,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2017,,CZE,,,,,,FALSE,2017,
Czechia,2018,Hospital beds (per 10 000 population),66.2,WHS6_102,66.2,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CZE,2018,,CZE,,,,,,TRUE,Latest,
Cyprus,2000,Hospital beds (per 10 000 population),45.24,WHS6_102,45.24,,,"European Health for All database (WHO), 26 May 2020",English,en,1,CYP,2000,,CYP,,,,,,FALSE,2000,
Cyprus,2005,Hospital beds (per 10 000 population),38.26,WHS6_102,38.26,,,"European Health for All database (WHO), 26 May 2020",English,en,1,CYP,2005,,CYP,,,,,,FALSE,2005,
Cyprus,2006,Hospital beds (per 10 000 population),38.03,WHS6_102,38.03,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2006,,CYP,,,,,,FALSE,2006,
Cyprus,2007,Hospital beds (per 10 000 population),38.01,WHS6_102,38.01,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2007,,CYP,,,,,,FALSE,2007,
Cyprus,2008,Hospital beds (per 10 000 population),37.85,WHS6_102,37.85,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2008,,CYP,,,,,,FALSE,2008,
Cyprus,2009,Hospital beds (per 10 000 population),37.62,WHS6_102,37.62,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2009,,CYP,,,,,,FALSE,2009,
Cyprus,2010,Hospital beds (per 10 000 population),35.66,WHS6_102,35.66,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2010,,CYP,,,,,,FALSE,2010,
Cyprus,2011,Hospital beds (per 10 000 population),35.12,WHS6_102,35.12,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2011,,CYP,,,,,,FALSE,2011,
Cyprus,2012,Hospital beds (per 10 000 population),34.61,WHS6_102,34.61,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2012,,CYP,,,,,,FALSE,2012,
Cyprus,2013,Hospital beds (per 10 000 population),34.09,WHS6_102,34.09,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2013,,CYP,,,,,,FALSE,2013,
Cyprus,2014,Hospital beds (per 10 000 population),34.16,WHS6_102,34.16,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2014,,CYP,,,,,,FALSE,2014,
Cyprus,2015,Hospital beds (per 10 000 population),34.15,WHS6_102,34.15,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2015,,CYP,,,,,,FALSE,2015,
Cyprus,2016,Hospital beds (per 10 000 population),34.27,WHS6_102,34.27,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2016,,CYP,,,,,,FALSE,2016,
Cyprus,2017,Hospital beds (per 10 000 population),34,WHS6_102,34,,,Eurostat (Accessed on 26 May 2020),English,en,1,CYP,2017,,CYP,,,,,,TRUE,Latest,
Cuba,2011,Hospital beds (per 10 000 population),50.8,WHS6_102,50.8,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,CUB,2011,,CUB,,,,,,FALSE,2011,
Cuba,2012,Hospital beds (per 10 000 population),50.41,WHS6_102,50.41,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,CUB,2012,,CUB,,,,,,FALSE,2012,
Cuba,2013,Hospital beds (per 10 000 population),50.54,WHS6_102,50.54,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,CUB,2013,,CUB,,,,,,FALSE,2013,
Cuba,2014,Hospital beds (per 10 000 population),51.57,WHS6_102,51.57,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,CUB,2014,,CUB,,,,,,FALSE,2014,
Cuba,2015,Hospital beds (per 10 000 population),52.4,WHS6_102,52.4,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,CUB,2015,,CUB,,,,,,FALSE,2015,
Cuba,2016,Hospital beds (per 10 000 population),53.19,WHS6_102,53.19,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,CUB,2016,,CUB,,,,,,FALSE,2016,
Cuba,2017,Hospital beds (per 10 000 population),53.31,WHS6_102,53.31,,,WHO PAHO PLISA (Accessed on 26 May 2020),English,en,1,CUB,2017,,CUB,,,,,,TRUE,Latest,
Croatia,2000,Hospital beds (per 10 000 population),61.52,WHS6_102,61.52,,,"European Health for All database (WHO), 26 May 2020",English,en,1,HRV,2000,,HRV,,,,,,FALSE,2000,
Croatia,2001,Hospital beds (per 10 000 population),59.99,WHS6_102,59.99,,,"European Health for All database (WHO), 26 May 2020",English,en,1,HRV,2001,,HRV,,,,,,FALSE,2001,
Croatia,2002,Hospital beds (per 10 000 population),56.69,WHS6_102,56.69,,,"European Health for All database (WHO), 26 May 2020",English,en,1,HRV,2002,,HRV,,,,,,FALSE,2002,
Croatia,2003,Hospital beds (per 10 000 population),56.12,WHS6_102,56.12,,,"European Health for All database (WHO), 26 May 2020",English,en,1,HRV,2003,,HRV,,,,,,FALSE,2003,
Croatia,2004,Hospital beds (per 10 000 population),55.3,WHS6_102,55.3,,,"European Health for All database (WHO), 26 May 2020",English,en,1,HRV,2004,,HRV,,,,,,FALSE,2004,
Croatia,2005,Hospital beds (per 10 000 population),54.53,WHS6_102,54.53,,,"European Health for All database (WHO), 26 May 2020",English,en,1,HRV,2005,,HRV,,,,,,FALSE,2005,
Croatia,2006,Hospital beds (per 10 000 population),56.2,WHS6_102,56.2,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2006,,HRV,,,,,,FALSE,2006,
Croatia,2007,Hospital beds (per 10 000 population),56.47,WHS6_102,56.47,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2007,,HRV,,,,,,FALSE,2007,
Croatia,2008,Hospital beds (per 10 000 population),56.33,WHS6_102,56.33,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2008,,HRV,,,,,,FALSE,2008,
Croatia,2009,Hospital beds (per 10 000 population),55.28,WHS6_102,55.28,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2009,,HRV,,,,,,FALSE,2009,
Croatia,2010,Hospital beds (per 10 000 population),57.8,WHS6_102,57.8,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2010,,HRV,,,,,,FALSE,2010,
Croatia,2011,Hospital beds (per 10 000 population),58.44,WHS6_102,58.44,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2011,,HRV,,,,,,FALSE,2011,
Croatia,2012,Hospital beds (per 10 000 population),58.86,WHS6_102,58.86,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2012,,HRV,,,,,,FALSE,2012,
Croatia,2013,Hospital beds (per 10 000 population),58.6,WHS6_102,58.6,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2013,,HRV,,,,,,FALSE,2013,
Croatia,2014,Hospital beds (per 10 000 population),59.1,WHS6_102,59.1,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2014,,HRV,,,,,,FALSE,2014,
Croatia,2015,Hospital beds (per 10 000 population),55.63,WHS6_102,55.63,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2015,,HRV,,,,,,FALSE,2015,
Croatia,2016,Hospital beds (per 10 000 population),54.93,WHS6_102,54.93,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2016,,HRV,,,,,,FALSE,2016,
Croatia,2017,Hospital beds (per 10 000 population),55.4,WHS6_102,55.4,,,Eurostat (Accessed on 26 May 2020),English,en,1,HRV,2017,,HRV,,,,,,TRUE,Latest,
Côte d’Ivoire,2006,Hospital beds (per 10 000 population),4,WHS6_102,4,,,WHO AFRO regional observatory,English,en,1,CIV,2006,,CIV,,,,,,TRUE,Latest,
Costa Rica,2000,Hospital beds (per 10 000 population),16.5,WHS6_102,16.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CRI,2000,,CRI,,,,,,FALSE,2000,
Costa Rica,2001,Hospital beds (per 10 000 population),16.1,WHS6_102,16.1,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CRI,2001,,CRI,,,,,,FALSE,2001,
Costa Rica,2002,Hospital beds (per 10 000 population),15.7,WHS6_102,15.7,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CRI,2002,,CRI,,,,,,FALSE,2002,
Costa Rica,2003,Hospital beds (per 10 000 population),15.4,WHS6_102,15.4,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CRI,2003,,CRI,,,,,,FALSE,2003,
Costa Rica,2004,Hospital beds (per 10 000 population),15,WHS6_102,15,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CRI,2004,,CRI,,,,,,FALSE,2004,
Costa Rica,2005,Hospital beds (per 10 000 population),13.5,WHS6_102,13.5,,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",English,en,1,CRI,2005,,CRI,,,,,,FALSE,2005,
